订单日期,产品名称,顾客姓名,订单单号,区域,目的省份,目的城市,快递公司,产品类别,产品子类别,销售数量,销售金额,收款方式
2014/2/11,东北红松330g,Nicole Brennan,10022250771,西北,甘肃省,嘉峪关市,圆通,坚果炒货,磕壳坚果,11,408.177,预付账款
2014/2/16,爆米花（奶油味）118g,Edward Becker,10022250772,西北,陕西省,延安市,顺丰,坚果炒货,特惠炒货,10,81.88,预付账款
2014/5/23,夏威夷果盐焗味200g,Nathan Gelder,10022250773,华南,海南省,海口市,圆通,坚果炒货,磕壳坚果,10,197.01,应收票据
2015/12/14,青豌豆蒜香味120g,Maria Bertelson,10022250774,华北,北京市,北京市,申通,坚果炒货,特惠炒货,35,241.5,应收账款
2014/7/15,小米锅巴五香味90g,Bobby Odegard,10022250775,西南,重庆市,重庆市,顺丰,坚果炒货,特惠炒货,52,287.04,预付账款
2015/9/14,话梅味西瓜子105g,Caroline Jumper,10022250776,东北,黑龙江,伊春市,顺丰,坚果炒货,磕壳坚果,5,31.395,应收账款
2015/1/20,小米锅巴五香味90g*2,John Dryer,10022250777,华东,江西省,赣州市,韵达,坚果炒货,特惠炒货,6,56.43,应收账款
2015/8/9,东北红松330g,George Ashbrook,10022250778,华东,上海市,上海市,顺丰,坚果炒货,磕壳坚果,35,1340.64,应收账款
2014/3/11,小米锅巴孜然味90g,Heather Kirkland,10022250779,华南,广东省,惠州市,顺丰,坚果炒货,特惠炒货,22,101.2,应收票据
2015/6/10,奶香夏威夷果280g,Steve Nguyen,10022250780,华北,北京市,北京市,韵达,坚果炒货,磕壳坚果,54,1582.308,应收账款
2014/11/14,炭烧腰果120g,Corey Catlett,10022250781,华南,广东省,云浮市,顺丰,坚果炒货,果果仁仁,28,326.536,应收票据
2014/11/14,炭烧腰果120g,Corey Catlett,10022250782,华南,广东省,云浮市,顺丰,坚果炒货,果果仁仁,50,583.1,应收票据
2015/7/19,原味松子218g,Vivek Grady,10022250783,华东,上海市,上海市,圆通,坚果炒货,果果仁仁,49,1269.1,应收账款
2014/10/7,椰香玉米65g,Vivek Grady,10022250784,华东,浙江省,台州市,顺丰,坚果炒货,特惠炒货,13,31.525,应收账款
2015/1/10,手造麻薯（榴莲味）150g,Logan Haushalter,10022250785,西北,陕西省,渭南市,韵达,坚果炒货,果果仁仁,32,176.64,预付账款
2015/4/12,奶香味四粒红花生180g,Michelle Ellison,10022250786,华东,山东省,泰安市,中通,坚果炒货,磕壳坚果,35,241.5,应收账款
2015/6/23,炭烧腰果120g,Andy Gerbode,10022250787,华东,浙江省,舟山市,顺丰,坚果炒货,果果仁仁,14,161.602,应收账款
2015/7/17,伊朗开心果190g,Andy Yotov,10022250788,华南,广西省,北海市,顺丰,坚果炒货,磕壳坚果,34,975.936,应收票据
2015/6/23,奶香夏威夷果280g,Andy Gerbode,10022250789,华东,浙江省,舟山市,顺丰,坚果炒货,磕壳坚果,31,880.555,应收账款
2015/12/26,甘栗仁100g,Claire Good,10022250790,华北,北京市,北京市,顺丰,坚果炒货,果果仁仁,14,96.6,应收账款
2015/9/12,小米锅巴五香味90g,Roger Demir,10022250791,华东,浙江省,衢州市,韵达,坚果炒货,特惠炒货,36,209.52,应收账款
2014/2/24,瓜蒌子奶香味150g,Peter McVee,10022250792,东北,辽宁省,本溪市,申通,坚果炒货,磕壳坚果,44,743.6,应收账款
2015/9/10,烘烤薯片原味98g,Harold Dahlen,10022250793,西北,甘肃省,平凉市,圆通,坚果炒货,果果仁仁,7,65.835,预付账款
2015/9/25,多味葵花籽180g,James Galang,10022250794,华南,广东省,佛山市,申通,坚果炒货,磕壳坚果,29,217.5,应收票据
2015/2/24,甘栗仁100g,Matt Collister,10022250795,西南,贵州省,贵阳市,申通,坚果炒货,果果仁仁,25,169.05,预付账款
2015/9/5,瓜蒌子奶香味150g,Bruce Stewart,10022250796,西北,甘肃省,武威市,顺丰,坚果炒货,磕壳坚果,44,706.42,预付账款
2014/4/21,野山小核桃仁160g,Tracy Collins,10022250797,华南,海南省,三亚市,顺丰,坚果炒货,果果仁仁,9,486.864,应收票据
2014/1/21,盐焗扁核仁210g,Larry Tron,10022250798,华南,广西省,北海市,顺丰,坚果炒货,果果仁仁,44,1262.976,应收票据
2015/9/4,甘栗仁100g,Lauren Leatherbury,10022250799,华北,北京市,北京市,圆通,坚果炒货,果果仁仁,41,282.9,应收账款
2014/7/6,盐焗扁核仁210g,Anne Pryor,10022250800,西北,甘肃省,武威市,顺丰,坚果炒货,果果仁仁,35,952.315,预付账款
2015/12/7,奶香夏威夷果280g,Clay Rozendal,10022250801,东北,黑龙江,双鸭山市,韵达,坚果炒货,磕壳坚果,11,296.01,应收账款
2015/8/18,蛋花玉米65g,Mathew Reese,10022250802,华南,广西省,贺州市,顺丰,坚果炒货,特惠炒货,16,36.4,应收票据
2015/9/14,甘草西瓜子90g,Dan Lawera,10022250803,华南,湖南省,衡阳市,顺丰,坚果炒货,磕壳坚果,53,233.73,应收票据
2015/6/9,甘栗仁100g,Nathan Gelder,10022250804,华东,浙江省,衢州市,顺丰,坚果炒货,果果仁仁,12,79.488,应收账款
2014/11/2,西瓜子奶油味218g,Julia Dunbar,10022250805,华东,浙江省,台州市,顺丰,坚果炒货,磕壳坚果,5,58.05,应收账款
2014/11/2,西瓜子奶油味218g,Julia Dunbar,10022250806,华东,浙江省,台州市,顺丰,坚果炒货,磕壳坚果,47,545.67,应收账款
2014/9/24,黑珍珠葵瓜子110g,Philip Brown,10022250807,东北,辽宁省,辽阳市,顺丰,坚果炒货,磕壳坚果,35,171.5,应收账款
2014/3/22,夏威夷果盐焗味200g,Pamela Stobb,10022250808,华东,上海市,上海市,申通,坚果炒货,磕壳坚果,19,366.757,应收账款
2014/8/16,肉松青豆120g,Tanja Norvell,10022250809,华南,广东省,清远市,顺丰,坚果炒货,特惠炒货,49,321.195,应收票据
2015/9/30,炭烧腰果120g,Edward Nazzal,10022250810,华东,安徽省,安庆市,顺丰,坚果炒货,果果仁仁,14,161.602,应收账款
2015/9/19,精装纸皮核桃380g,Barry Gonzalez,10022250811,华南,广西省,北海市,圆通,坚果炒货,磕壳坚果,44,1580.04,应收票据
2015/8/26,甘栗仁150g,Nona Balk,10022250812,华南,湖北省,十堰市,申通,坚果炒货,果果仁仁,24,303.408,应收票据
2014/10/10,盐焗扁核仁210g,Ralph Arnett,10022250813,华北,天津市,天津市,中通,坚果炒货,果果仁仁,8,234.416,应收账款
2015/12/21,良品山核桃椒盐味238g,Julia Barnett,10022250814,华北,山西省,长治市,申通,坚果炒货,磕壳坚果,14,350.238,应收账款
2015/2/14,鱼骨青豆80g,David Kendrick,10022250815,华北,河北省,承德市,顺丰,坚果炒货,特惠炒货,33,307.098,应收账款
2015/5/6,青豌豆蒜香味120g,Barry Blumstein,10022250816,华南,广东省,广州市,圆通,坚果炒货,特惠炒货,22,148.764,应收票据
2015/8/28,奶香味四粒红花生180g,Mike Gockenbach,10022250817,东北,辽宁省,营口市,顺丰,坚果炒货,磕壳坚果,23,158.7,应收账款
2014/6/14,奶香夏威夷果280g,Dianna Arnett,10022250818,西南,重庆市,重庆市,顺丰,坚果炒货,磕壳坚果,10,275.08,预付账款
2014/7/21,精装纸皮核桃380g,John Castell,10022250819,华北,天津市,天津市,顺丰,坚果炒货,磕壳坚果,22,798.798,应收账款
2015/4/28,青豌豆蒜香味120g,Greg Guthrie,10022250820,华南,广西省,梧州市,圆通,坚果炒货,特惠炒货,5,33.81,应收票据
2015/2/14,小米锅巴孜然味90g,Muhammed Yedwab,10022250821,华东,浙江省,湖州市,申通,坚果炒货,特惠炒货,27,132.3,应收账款
2014/8/29,东北红松218g,Deanra Eno,10022250822,华南,湖北省,宜昌市,圆通,坚果炒货,磕壳坚果,33,966.966,应收票据
2015/9/12,多味葵花籽180g,Roger Demir,10022250823,华东,山东省,淄博市,韵达,坚果炒货,磕壳坚果,12,88.2,应收账款
2015/1/10,手造麻薯（榴莲味）150g,Adam Hart,10022250824,华南,湖南省,永州市,顺丰,坚果炒货,果果仁仁,46,264.96,应收票据
2015/3/21,甘栗仁80g,Jas O'Carroll,10022250825,华东,浙江省,湖州市,圆通,坚果炒货,果果仁仁,39,258.336,应收账款
2015/4/12,爆米花（奶油味）118g,Ritsa Hightower,10022250826,华东,安徽省,黄山市,顺丰,坚果炒货,特惠炒货,7,61.677,应收账款
2015/1/10,碧根果仁（芝麻味）125g,Logan Haushalter,10022250827,华北,北京市,北京市,韵达,坚果炒货,果果仁仁,12,241.776,应收账款
2014/9/30,原味松子218g,Ann Steele,10022250828,华南,广东省,广州市,圆通,坚果炒货,果果仁仁,35,815.85,应收票据
2014/6/10,奶香味四粒红花生180g,Tom Prescott,10022250829,华南,广东省,揭阳市,顺丰,坚果炒货,磕壳坚果,39,292.5,应收票据
2014/9/15,甘栗仁100g,Carl Weiss,10022250830,华东,浙江省,台州市,顺丰,坚果炒货,果果仁仁,36,248.4,应收账款
2014/8/17,话梅味西瓜子105g,Helen Andreada,10022250831,华南,海南省,三沙市,中通,坚果炒货,磕壳坚果,32,216.384,应收票据
2014/3/27,奶油味黑葵花籽150g,Jennifer Ferguson,10022250832,西北,甘肃省,金昌市,韵达,坚果炒货,磕壳坚果,44,396.396,预付账款
2015/11/4,伊朗开心果190g,Andrew Roberts,10022250833,华南,海南省,三亚市,顺丰,坚果炒货,磕壳坚果,16,454.48,应收票据
2014/2/9,自然开心果210g,Christine Abelman,10022250834,东北,辽宁省,辽阳市,顺丰,坚果炒货,磕壳坚果,27,1266.462,应收账款
2014/2/20,烘烤薯片原味98g,Alejandro Grove,10022250835,华东,山东省,临沂市,中通,坚果炒货,果果仁仁,10,97.02,应收账款
2014/9/17,奶香味四粒红花生180g,Pete Kriz,10022250836,华南,海南省,三亚市,顺丰,坚果炒货,磕壳坚果,29,213.15,应收票据
2015/3/14,原味松子218g,Tim Brockman,10022250837,西北,甘肃省,平凉市,圆通,坚果炒货,果果仁仁,34,810.152,预付账款
2015/10/11,良品山核桃椒盐味238g,Jack Lebron,10022250838,华南,广西省,北海市,韵达,坚果炒货,磕壳坚果,33,861.069,应收票据
2014/1/6,甘栗仁80g,Craig Leslie,10022250839,华南,广东省,广州市,申通,坚果炒货,果果仁仁,25,163.875,应收票据
2014/9/29,甘栗仁80g,Jennifer Patt,10022250840,华南,广西省,贺州市,顺丰,坚果炒货,果果仁仁,14,90.804,应收票据
2014/9/19,碧根果椒盐味190g*3,Aaron Smayling,10022250841,华北,内蒙古,乌兰察布市,顺丰,坚果炒货,磕壳坚果,31,1682.68,应收账款
2014/4/4,炭烧腰果120g,Lena Cacioppo,10022250842,华北,北京市,北京市,韵达,坚果炒货,果果仁仁,48,542.64,应收账款
2015/9/10,沙拉薯条150g,Allen Golden,10022250843,华南,广西省,北海市,顺丰,坚果炒货,特惠炒货,11,75.46,应收票据
2014/8/6,炒米（蛋黄味）240g,Ivan Gibson,10022250844,华东,江苏省,徐州市,韵达,坚果炒货,特惠炒货,29,362.877,应收账款
2015/12/20,烘烤薯片原味98g,Ionia McGrath,10022250845,华南,广东省,汕尾市,圆通,坚果炒货,果果仁仁,19,180.576,应收票据
2015/11/3,良品山核桃椒盐味238g,Ann Blume,10022250846,华北,内蒙古,赤峰市,韵达,坚果炒货,磕壳坚果,12,300.204,应收账款
2015/4/12,炭烧腰果120g,Vivek Gonzalez,10022250847,华北,北京市,北京市,顺丰,坚果炒货,果果仁仁,26,306.306,应收账款
2015/6/5,奶香巴旦木238g,Maureen Fritzler,10022250848,华南,广东省,深圳市,中通,坚果炒货,磕壳坚果,54,1598.94,应收票据
2014/9/18,瓜蒌子奶香味150g,Linda Cazamias,10022250849,华南,广西省,梧州市,圆通,坚果炒货,磕壳坚果,54,912.6,应收票据
2015/12/14,良品山核桃椒盐味238g,Bill Donatelli,10022250850,西北,宁夏,石嘴山市,圆通,坚果炒货,磕壳坚果,34,878.016,预付账款
2014/2/24,夏威夷果盐焗味200g,Dianna Arnett,10022250851,东北,辽宁省,辽阳市,顺丰,坚果炒货,磕壳坚果,23,443.969,应收账款
2014/8/1,碧根果椒盐味190g*3,Brian Stugart,10022250852,华东,山东省,济南市,申通,坚果炒货,磕壳坚果,47,2578.89,应收账款
2014/10/10,东北红松330g,Marc Crier,10022250853,西北,甘肃省,平凉市,中通,坚果炒货,磕壳坚果,18,689.472,预付账款
2014/1/2,奶香味四粒红花生180g,Alan Schoenberger,10022250854,华南,广东省,梅州市,顺丰,坚果炒货,磕壳坚果,13,96.525,应收票据
2014/6/25,小米锅巴五香味90g,Guy Thornton,10022250855,华南,广西省,北海市,顺丰,坚果炒货,特惠炒货,13,70.2,应收票据
2015/7/27,手造麻薯（榴莲味）150g,Aaron Bergman,10022250856,东北,辽宁省,阜新市,顺丰,坚果炒货,果果仁仁,52,305.76,应收账款
2014/4/28,精装纸皮核桃380g,Dave Hallsten,10022250857,华东,浙江省,台州市,中通,坚果炒货,磕壳坚果,17,678.3,应收账款
2015/11/3,盐焗扁核仁210g,Rick Wilson,10022250858,华南,广西省,北海市,圆通,坚果炒货,果果仁仁,32,889.824,应收票据
2015/4/6,盐焗扁核仁210g,Eric Barreto,10022250859,华南,广西省,北海市,顺丰,坚果炒货,果果仁仁,26,754.078,应收票据
2014/4/15,良品山核桃椒盐味238g,Carl Weiss,10022250860,东北,辽宁省,营口市,顺丰,坚果炒货,磕壳坚果,29,709.891,应收账款
2015/11/3,甘栗仁150g,Rick Wilson,10022250861,西南,四川省,资阳市,圆通,坚果炒货,果果仁仁,9,107.973,预付账款
2015/3/9,炭烧腰果238g,Anthony Garverick,10022250862,华东,浙江省,台州市,顺丰,坚果炒货,果果仁仁,34,796.348,应收账款
2014/10/6,青豌豆蒜香味120g,Nick Radford,10022250863,华东,安徽省,滁州市,顺丰,坚果炒货,特惠炒货,42,284.004,应收账款
2015/8/4,西瓜子话梅味218g,Michelle Moray,10022250864,西南,四川省,泸州市,圆通,坚果炒货,磕壳坚果,48,694.512,预付账款
2015/9/30,自然开心果210g,Jonathan Howell,10022250865,华南,湖北省,襄阳市,韵达,坚果炒货,磕壳坚果,5,234.53,应收票据
2015/10/26,夏威夷果盐焗味200g,Ed Braxton,10022250866,华东,江西省,九江市,申通,坚果炒货,磕壳坚果,13,243.178,应收账款
2014/1/20,淮盐花生米100g,Frank Price,10022250867,华东,山东省,聊城市,顺丰,坚果炒货,果果仁仁,18,86.436,应收账款
2015/8/26,奶香良品山核桃238g,Joy Bell,10022250868,华北,北京市,北京市,韵达,坚果炒货,磕壳坚果,18,484.38,应收账款
2014/2/23,青豌豆蒜香味120g,Raymond Fair,10022250869,西南,重庆市,重庆市,顺丰,坚果炒货,特惠炒货,44,273.24,预付账款
2015/3/2,奶香夏威夷果280g,Alan Hwang,10022250870,西北,陕西省,渭南市,顺丰,坚果炒货,磕壳坚果,42,1230.684,预付账款
2014/10/18,炭烧腰果120g,Christine Abelman,10022250871,东北,黑龙江,佳木斯市,顺丰,坚果炒货,果果仁仁,30,349.86,应收账款
2014/8/16,小米锅巴孜然味90g,Herbert Flentye,10022250872,华南,广东省,清远市,顺丰,坚果炒货,特惠炒货,53,251.75,应收票据
2015/7/3,西瓜子话梅味218g,Adrian Hane,10022250873,华东,安徽省,蚌埠市,圆通,坚果炒货,磕壳坚果,19,280.953,应收账款
2015/8/26,手造麻薯（榴莲味）150g,Nona Balk,10022250874,东北,黑龙江,双鸭山市,申通,坚果炒货,果果仁仁,42,239.4,应收账款
2014/6/25,椰香玉米65g,Brad Norvell,10022250875,华东,山东省,济南市,申通,坚果炒货,特惠炒货,8,18.2,应收账款
2015/7/10,甘栗仁80g,Helen Andreada,10022250876,华南,广东省,汕尾市,圆通,坚果炒货,果果仁仁,39,269.1,应收票据
2014/1/5,盐焗扁核仁210g,Adam Hart,10022250877,华东,江苏省,淮安市,圆通,坚果炒货,果果仁仁,6,168.636,应收账款
2015/11/4,鱼骨青豆80g,Sanjit Chand,10022250878,华北,山西省,晋中市,顺丰,坚果炒货,特惠炒货,40,376.2,应收账款
2014/2/19,椰香玉米65g,Frank Merwin,10022250879,东北,辽宁省,阜新市,顺丰,坚果炒货,特惠炒货,14,35,应收账款
2014/4/20,甘栗仁80g,Amy Hunt,10022250880,华南,广西省,梧州市,圆通,坚果炒货,果果仁仁,48,304.704,应收票据
2015/12/2,烘烤薯片原味98g,Joy Smith,10022250881,华南,广东省,河源市,韵达,坚果炒货,果果仁仁,22,211.266,应收票据
2015/9/1,手造麻薯（榴莲味）150g,Noel Staavos,10022250882,华南,广西省,梧州市,圆通,坚果炒货,果果仁仁,16,94.08,应收票据
2014/11/16,爆米花（奶油味）118g,Karen Bern,10022250883,华南,广西省,玉林市,圆通,坚果炒货,特惠炒货,34,290.496,应收票据
2014/11/16,爆米花（奶油味）118g,Karen Bern,10022250884,华南,广西省,玉林市,圆通,坚果炒货,特惠炒货,7,59.808,应收票据
2014/4/6,甘栗仁100g,Russell Applegate,10022250885,华东,山东省,枣庄市,顺丰,坚果炒货,果果仁仁,28,173.88,应收账款
2015/5/17,话梅味西瓜子105g,Katherine Ducich,10022250886,华南,海南省,三沙市,圆通,坚果炒货,磕壳坚果,9,56.511,应收票据
2015/1/14,话梅味西瓜子105g,Lela Donovan,10022250887,华南,湖北省,宜昌市,圆通,坚果炒货,磕壳坚果,5,33.81,应收票据
2015/9/26,自然开心果210g,Andy Gerbode,10022250888,西南,贵州省,贵阳市,圆通,坚果炒货,磕壳坚果,55,2497.495,预付账款
2015/1/20,小米锅巴五香味90g*2,Bill Eplett,10022250889,华南,广东省,广州市,圆通,坚果炒货,特惠炒货,13,128.7,应收票据
2014/5/7,烘烤薯片原味98g,Scott Cohen,10022250890,华南,广西省,梧州市,圆通,坚果炒货,果果仁仁,37,347.985,应收票据
2015/2/19,奶香夏威夷果280g,Sarah Jordon,10022250891,华南,广东省,广州市,韵达,坚果炒货,磕壳坚果,48,1306.032,应收票据
2015/5/31,炭烧腰果238g,Troy Blackwell,10022250892,华南,湖南省,长沙市,申通,坚果炒货,果果仁仁,28,615.664,应收票据
2015/6/25,奶香良品山核桃238g,Giulietta Dortch,10022250893,华南,广西省,北海市,韵达,坚果炒货,磕壳坚果,48,1349.088,应收票据
2015/12/6,奶香夏威夷果280g,Frank Gastineau,10022250894,华南,广东省,梅州市,顺丰,坚果炒货,磕壳坚果,16,454.48,应收票据
2015/9/14,小米锅巴五香味90g*2,Caroline Jumper,10022250895,东北,吉林省,通化市,顺丰,坚果炒货,特惠炒货,29,267.003,应收账款
2015/5/10,精装纸皮核桃380g,Toby Swindell,10022250896,华南,广西省,北海市,韵达,坚果炒货,磕壳坚果,27,969.57,应收票据
2015/7/16,手造麻薯（榴莲味）150g,Deanra Eno,10022250897,华南,广西省,玉林市,圆通,坚果炒货,果果仁仁,11,64.02,应收票据
2015/8/2,西瓜子话梅味218g,Victoria Pisteka,10022250898,华东,上海市,上海市,顺丰,坚果炒货,磕壳坚果,46,672.888,应收账款
2015/11/18,盐焗扁核仁210g,Matthew Grinstein,10022250899,华东,江西省,九江市,申通,坚果炒货,果果仁仁,50,1495,应收账款
2014/8/16,碧根果椒盐味190g*3,Janet Martin,10022250900,西北,甘肃省,白银市,顺丰,坚果炒货,磕壳坚果,51,2768.28,预付账款
2015/7/26,青豌豆蒜香味120g,Kean Thornton,10022250901,华北,天津市,天津市,圆通,坚果炒货,特惠炒货,52,326.508,应收账款
2015/9/17,烘烤薯片番茄味98g,Lisa DeCherney,10022250902,华北,北京市,北京市,圆通,坚果炒货,特惠炒货,54,523.908,应收账款
2015/8/12,鱼骨青豆80g,Rick Hansen,10022250903,华南,河南省,洛阳市,韵达,坚果炒货,特惠炒货,8,72.864,应收票据
2014/8/22,鱼骨青豆80g,John Castell,10022250904,华东,浙江省,台州市,顺丰,坚果炒货,特惠炒货,44,413.82,应收账款
2014/1/26,肉松青豆120g,Gene Hale,10022250905,华南,湖北省,宜昌市,圆通,坚果炒货,特惠炒货,33,223.146,应收票据
2015/4/25,肉松青豆120g,Xylona Price,10022250906,华东,浙江省,台州市,顺丰,坚果炒货,特惠炒货,49,311.052,应收账款
2014/8/18,伊朗开心果190g,Aleksandra Gannaway,10022250907,华南,湖北省,十堰市,申通,坚果炒货,磕壳坚果,23,653.315,应收票据
2014/11/11,葵花籽奶油味190g,Jason Fortune,10022250908,华北,内蒙古,乌海市,韵达,坚果炒货,磕壳坚果,32,247.744,应收账款
2014/11/11,葵花籽奶油味190g,Jason Fortune,10022250909,华北,内蒙古,乌海市,韵达,坚果炒货,磕壳坚果,35,270.97,应收账款
2015/9/17,瓜蒌子奶香味150g,Brian Derr,10022250910,华东,福建省,南平市,圆通,坚果炒货,磕壳坚果,19,308.256,应收账款
2014/11/16,东北红松218g,John Lee,10022250911,华南,广西省,北海市,顺丰,坚果炒货,磕壳坚果,39,1061.151,应收票据
2014/11/16,东北红松218g,John Lee,10022250912,华南,广西省,北海市,顺丰,坚果炒货,磕壳坚果,8,217.672,应收票据
2014/3/21,盐焗腰果180g,Christopher Conant,10022250913,华北,内蒙古,包头市,申通,坚果炒货,果果仁仁,33,617.298,应收账款
2014/9/18,精装纸皮核桃380g,Katrina Bavinger,10022250914,华南,广东省,梅州市,顺丰,坚果炒货,磕壳坚果,44,1667.82,应收票据
2014/4/2,淮盐花生米100g,Anthony Garverick,10022250915,华北,天津市,天津市,韵达,坚果炒货,果果仁仁,34,158.27,应收账款
2015/6/26,良品山核桃椒盐味238g,Mark Packer,10022250916,华北,内蒙古,通辽市,顺丰,坚果炒货,磕壳坚果,8,215.2,应收账款
2014/2/11,伊朗开心果190g,Rick Wilson,10022250917,华北,内蒙古,包头市,申通,坚果炒货,磕壳坚果,15,444.015,应收账款
2014/8/15,炒米（蛋黄味）240g,Chloris Kastensmidt,10022250918,华北,内蒙古,呼伦贝尔市,顺丰,坚果炒货,特惠炒货,52,630.552,应收账款
2014/3/14,多味葵花籽180g,Beth Fritzler,10022250919,华北,山西省,朔州市,韵达,坚果炒货,磕壳坚果,18,125.55,应收账款
2015/5/25,甘草西瓜子90g,Max Jones,10022250920,华南,湖南省,衡阳市,顺丰,坚果炒货,磕壳坚果,39,177.723,应收票据
2015/8/12,蟹香腰果180g,Beth Paige,10022250921,东北,黑龙江,七台河市,顺丰,坚果炒货,果果仁仁,48,773.28,应收账款
2015/3/7,奶香夏威夷果280g,Max Engle,10022250922,东北,吉林省,辽源市,圆通,坚果炒货,磕壳坚果,49,1450.449,应收账款
2014/8/14,伊朗开心果190g,Barry Gonzalez,10022250923,华南,广西省,北海市,顺丰,坚果炒货,磕壳坚果,44,1223.508,应收票据
2015/11/19,东北红松218g,Tim Taslimi,10022250924,东北,辽宁省,营口市,韵达,坚果炒货,磕壳坚果,46,1361.646,应收账款
2015/1/24,葵花籽奶油味190g,Ted Butterfield,10022250925,华南,广东省,梅州市,顺丰,坚果炒货,磕壳坚果,27,194.103,应收票据
2014/5/2,炭烧腰果120g,Nora Paige,10022250926,西北,宁夏,固原市,顺丰,坚果炒货,果果仁仁,49,524.79,预付账款
2014/11/17,淮盐花生米100g,Sung Shariari,10022250927,华南,广东省,广州市,韵达,坚果炒货,果果仁仁,39,185.367,应收票据
2014/11/17,淮盐花生米100g,Sung Shariari,10022250928,华南,广东省,广州市,韵达,坚果炒货,果果仁仁,38,180.614,应收票据
2015/8/2,沙拉薯条150g,Sandra Glassco,10022250929,华南,河南省,安阳市,顺丰,坚果炒货,特惠炒货,19,119.7,应收票据
2014/6/17,肉松青豆120g,Stuart Van,10022250930,华东,浙江省,衢州市,顺丰,坚果炒货,特惠炒货,24,150.696,应收账款
2014/2/12,东北红松330g,Grant Carroll,10022250931,华南,广东省,阳江市,顺丰,坚果炒货,磕壳坚果,38,1440.39,应收票据
2014/6/15,手剥甘栗120g,Chuck Sachs,10022250932,华北,河北省,保定市,顺丰,坚果炒货,磕壳坚果,37,394.79,应收账款
2014/11/20,西瓜子奶油味218g,Laurel Beltran,10022250933,西南,重庆市,重庆市,圆通,坚果炒货,磕壳坚果,55,674.025,预付账款
2014/11/20,西瓜子奶油味218g,Laurel Beltran,10022250934,西南,重庆市,重庆市,圆通,坚果炒货,磕壳坚果,41,502.455,预付账款
2015/5/20,蟹香腰果180g,Brian Dahlen,10022250935,东北,辽宁省,朝阳市,顺丰,坚果炒货,果果仁仁,54,937.602,应收账款
2014/1/2,瓜蒌子奶香味150g,Maris LaWare,10022250936,华南,广东省,清远市,顺丰,坚果炒货,磕壳坚果,9,152.1,应收票据
2015/5/30,炭烧腰果120g,Jack O'Briant,10022250937,西北,新疆,乌鲁木齐市,顺丰,坚果炒货,果果仁仁,34,380.324,预付账款
2015/7/24,小米锅巴（麻辣味）90g,Adrian Barton,10022250938,华南,广西省,百色市,圆通,坚果炒货,特惠炒货,24,114,应收票据
2014/8/14,小米锅巴五香味90g*2,MaryBeth Skach,10022250939,华南,广西省,北海市,顺丰,坚果炒货,特惠炒货,28,260.568,应收票据
2014/3/23,鱼骨青豆80g,Bart Folk,10022250940,华南,河南省,安阳市,顺丰,坚果炒货,特惠炒货,51,494.802,应收票据
2014/1/17,西瓜子奶油味218g,Anne Pryor,10022250941,华北,河北省,张家口市,顺丰,坚果炒货,磕壳坚果,21,246.519,应收账款
2014/11/2,小米锅巴五香味90g*2,Naresj Patel,10022250942,华北,天津市,天津市,圆通,坚果炒货,特惠炒货,41,405.9,应收账款
2014/11/2,小米锅巴五香味90g*2,Naresj Patel,10022250943,华北,天津市,天津市,圆通,坚果炒货,特惠炒货,42,415.8,应收账款
2014/7/30,东北红松330g,Edward Nazzal,10022250944,华东,浙江省,衢州市,韵达,坚果炒货,磕壳坚果,31,1113.21,应收账款
2015/9/18,甘草西瓜子90g,Roland Fjeld,10022250945,华北,内蒙古,巴彦淖尔市,圆通,坚果炒货,磕壳坚果,18,85.554,应收账款
2014/9/17,西瓜子话梅味218g,Linda Cazamias,10022250946,华南,广东省,惠州市,顺丰,坚果炒货,磕壳坚果,15,219.42,应收票据
2015/2/19,野山小核桃仁160g,Sarah Jordon,10022250947,华南,广东省,广州市,韵达,坚果炒货,果果仁仁,14,749.112,应收票据
2014/9/24,瓜蒌子奶香味150g,Cathy Armstrong,10022250948,华北,山西省,运城市,顺丰,坚果炒货,磕壳坚果,36,559.728,应收账款
2015/5/7,东北红松330g,Nat Carroll,10022250949,东北,辽宁省,辽阳市,顺丰,坚果炒货,磕壳坚果,5,191.52,应收账款
2015/8/15,烘烤薯片番茄味98g,Alan Barnes,10022250950,华南,广东省,广州市,圆通,坚果炒货,特惠炒货,48,456.192,应收票据
2015/4/20,多味花生148g,Liz Pelletier,10022250951,西北,宁夏,吴忠市,圆通,坚果炒货,特惠炒货,8,38.024,预付账款
2014/2/27,夏威夷果盐焗味200g,Cindy Schnelling,10022250952,华南,湖南省,岳阳市,顺丰,坚果炒货,磕壳坚果,31,567.548,应收票据
2015/8/16,椰香玉米65g,Caroline Jumper,10022250953,西北,甘肃省,白银市,顺丰,坚果炒货,特惠炒货,52,127.4,预付账款
2014/2/13,奶香味四粒红花生180g,Sally Matthias,10022250954,华南,海南省,海口市,圆通,坚果炒货,磕壳坚果,21,154.35,应收票据
2014/7/31,甘栗仁150g,Rick Wilson,10022250955,华南,广西省,北海市,顺丰,坚果炒货,果果仁仁,23,296.7,应收票据
2014/1/10,奶油味黑葵花籽150g,Darren Powers,10022250956,华南,海南省,海口市,申通,坚果炒货,磕壳坚果,8,76.824,应收票据
2015/10/7,自然开心果210g,Benjamin Venier,10022250957,华东,安徽省,蚌埠市,圆通,坚果炒货,磕壳坚果,46,2203.584,应收账款
